"id","type","nodes","edges","directed","density","modularity","clusters","clusters_10","FA2 Max Quality","FA2 Quasi-optimal Quality","FA2 Quasi-optimal Time","FA2 Quick-Dirty Quality","FA2 Quick-Dirty Time","FA2 QO Performance Index","FA2 QND Performance Index","FA2_LL Max Quality","FA2_LL Quasi-optimal Quality","FA2_LL Quasi-optimal Time","FA2_LL Quick-Dirty Quality","FA2_LL Quick-Dirty Time","FA2_LL QO Performance Index","FA2_LL QND Performance Index","FR Max Quality","FR Quasi-optimal Quality","FR Quasi-optimal Time","FR Quick-Dirty Quality","FR Quick-Dirty Time","FR QO Performance Index","FR QND Performance Index","YH Max Quality","YH Quasi-optimal Quality","YH Quasi-optimal Time","YH Quick-Dirty Quality","YH Quick-Dirty Time","YH QO Performance Index","YH QND Performance Index","Top QO Performance","Top QND Performance","Top Quality","Top QO Time","Top QND Time","Max QO Performance","Max QND Performance","Max Quality","Min QO Time","Min QND Time"
"arxiv_condensed_matter","collaboration","23133","186936","yes","0.0003493396","0.728","619","0","6.6814158791170595","6.013274291205353","24307.45921561835","3.3407079395585297","1994.1829544413927","0.00024738390951784976","0.0016752264039356026","3.5524606669052887","3.1972146002147603","34422.67701027576","1.7762303334526444","3990.7552770797583","0.00009288105626591265","0.0004450862581462033","31.200355721422003","28.080320149279807","1048757.8366575018","15.600177860711002","441682.6049943367","0.000026774837019358685","0.000035319882839649135","1.933803172052457","1.7404228548472114","8813.313401000043","0.9669015860262286","3813.8278839969216","0.0001974765647900058","0.0002535252285724305","FA2","FA2","FR","YH","FA2","0.00024738390951784976","0.0016752264039356026","31.200355721422003","8813.313401000043","1994.1829544413927"
"arxiv_general_relativity","collaboration","5242","28980","yes","0.0010548415","0.86","391","0","20.20032484523651","18.18029236071286","1601.3173716544375","10.100162422618254","382.3136902648919","0.011353334874478677","0.026418521438822142","7.554276596524864","6.798848936872377","851.3576676832965","3.777138298262432","99.75734967224548","0.007985890296111757","0.03786325830299508","64.0446631060501","57.640196795445085","16659.331598625336","32.02233155302505","7089.124507470682","0.0034599345390424504","0.004517106663774797","3.795446250498662","3.415901625448796","478.1628910545038","1.897723125249331","221.44091339406953","0.007143803271549635","0.008569884833667572","FA2","FA2_LL","FR","YH","FA2_LL","0.011353334874478677","0.03786325830299508","64.0446631060501","478.1628910545038","99.75734967224548"
"arxiv_high_energy_physics","collaboration","12008","237010","yes","0.0016438473","0.655","310","0","6.4247855821240245","5.782307023911621","9389.007283358906","3.2123927910620123","1294.4173747914124","0.000615859254274964","0.002481728732650603","2.652303213217275","2.3870728918955475","7516.017085878832","1.3261516066086374","890.4935018005041","0.00031759811940560963","0.0014892322110461995","41.80123152859657","37.62110837573692","175090.5866704144","20.900615764298283","71939.12596924197","0.00021486653903646935","0.0002905319668914865","4.479546507012857","4.031591856311571","2814.0051574575","2.2397732535064283","936.8756719608847","0.0014326881546848978","0.0023906835458952346","YH","FA2","FR","YH","FA2_LL","0.0014326881546848978","0.002481728732650603","41.80123152859657","2814.0051574575","890.4935018005041"
"c_elegans","biological","306","2345","yes","0.0251258974","0.402","14","5","1.3704334726278704","1.2333901253650834","3.860942737474312","0.6852167363139352","0.22446302352781625","0.31945309972971064","3.0526931587421156","2.5541263531989875","2.298713717879089","11.299617635754426","1.2770631765994938","3.1470941319241352","0.20343287640153973","0.40579122297136266","6.0008134421641985","5.400732097947779","45.762067559801935","3.0004067210820993","16.028961230793914","0.11801765929588069","0.18718659792612707","1.5555822752500996","1.4000240477250896","10.901468457269754","0.7777911376250498","1.3632088308386212","0.12842527162397735","0.5705590515772752","FA2","FA2","FR","FA2","FA2","0.31945309972971064","3.0526931587421156","6.0008134421641985","3.860942737474312","0.22446302352781625"
"facebook_ego_0","social","333","5038","yes","0.0455696661","0.454","13","5","4.158993416740466","3.7430940750664194","42.335070212047476","2.079496708370233","3.9510822602820492","0.08841591749625186","0.5263106590501073","2.619359692806663","2.3574237235259967","12.545176903558353","1.3096798464033315","1.8737107210211519","0.1879147453757571","0.6989765451571789","10.66042682175808","9.59438413958227","58.244645911524984","5.33021341087904","12.023764391327969","0.16472559819758148","0.44330654172859607","4.004136633142305","3.6037229698280746","19.972358432785537","2.0020683165711524","5.228051351497565","0.18043552452535597","0.3829473319916155","FA2_LL","FA2_LL","FR","FA2_LL","FA2_LL","0.1879147453757571","0.6989765451571789","10.66042682175808","12.545176903558353","1.8737107210211519"
"facebook_ego_107","social","1034","53498","yes","0.0500860389","0.54","8","5","2.976101105120531","2.678490994608478","95.73006342509395","1.4880505525602654","11.42472138058005","0.027979622062031966","0.13024830129246573","2.0232460383449764","1.8209214345104787","507.50920333073606","1.0116230191724882","90.40801119399902","0.0035879574647315546","0.01118952851425667","3.07569799880381","2.768128198923429","25.348064876844052","1.537848999401905","9.673150291781669","0.10920471493080988","0.15898119568228616","2.9188027083831143","2.626922437544803","56.711812374200754","1.4594013541915571","18.642866358212714","0.046320551708198245","0.07828202628018353","FR","FR","FR","FR","FR","0.10920471493080988","0.15898119568228616","3.07569799880381","25.348064876844052","9.673150291781669"
"facebook_ego_1684","social","786","28048","yes","0.0454579342","0.577","11","4","4.280824695457758","3.8527422259119826","83.90607649815199","2.140412347728879","10.471915327417163","0.04591732073179275","0.20439549793961134","2.133365131436695","1.9200286182930255","153.24057414769098","1.0666825657183474","16.26674283440392","0.012529505511004745","0.06557444084394877","8.011418669834526","7.210276802851073","423.68699782289696","4.005709334917263","70.32251562447591","0.017017932671762093","0.05696197440244966","3.405385339176746","3.064846805259071","50.65565999758172","1.702692669588373","15.1210881904662","0.060503541073305245","0.11260384491784894","YH","FA2","FR","YH","FA2","0.060503541073305245","0.20439549793961134","8.011418669834526","50.65565999758172","10.471915327417163"
"facebook_ego_1912","social","747","60050","yes","0.1077590074","0.527","6","3","2.9194645046974053","2.627518054227665","577.3687485682636","1.4597322523487026","37.0163695299704","0.004550849107686","0.039434776313404446","2.1374410508120274","1.9236969457308246","882.7100433636004","1.0687205254060137","59.101737364071674","0.0021793078714732912","0.018082726042765975","5.143322437291308","4.628990193562177","839.4988279604913","2.571661218645654","23.137061187958665","0.005513992443334331","0.11114900020163478","3.093594005823714","2.7842346052413425","95.8821157564491","1.546797002911857","20.596914694408824","0.029038101456934872","0.07509848080944598","YH","FR","FR","YH","YH","0.029038101456934872","0.11114900020163478","5.143322437291308","95.8821157564491","20.596914694408824"
"facebook_ego_3437","social","534","9626","yes","0.033820295","0.681","11","4","3.9709381466981086","3.5738443320282975","30.70473677984108","1.9854690733490543","3.341774475840424","0.11639390878526186","0.5941361655920028","2.9275930766314153","2.634833768968274","55.22048489226823","1.4637965383157077","8.326709330942316","0.04771478870764486","0.17579532083294816","4.333955148619883","3.900559633757895","92.12708104407575","2.1669775743099415","3.0991551595553006","0.04233890393088408","0.6992155806167776","2.971864904891188","2.674678414402069","22.766269169449927","1.485932452445594","6.578886757697953","0.11748426562535869","0.22586381361662822","YH","FR","FR","YH","FR","0.11748426562535869","0.6992155806167776","4.333955148619883","22.766269169449927","3.0991551595553006"
"facebook_ego_348","social","224","6384","yes","0.1278026906","0.297","7","5","1.6088799321276472","1.4479919389148825","22.058515035052924","0.8044399660638236","0.5860783357948137","0.06564321925632327","1.3725809621897684","1.6381082291770972","1.4742974062593874","2.3453037522146705","0.8190541145885486","0.5680819093723096","0.6286168283605944","1.441788765098233","2.113308934594495","1.9019780411350458","2.0884598230802105","1.0566544672972475","0.38509660077051516","0.9107084656911771","2.7438685908498157","2.1172835390978846","1.905555185188096","10.735152252421656","1.0586417695489423","1.5883534042292269","0.17750611639049993","0.6665026603841131","FR","FR","YH","FR","FR","0.9107084656911771","2.7438685908498157","2.1172835390978846","2.0884598230802105","0.38509660077051516"
